student_id,attendance_pct,study_hours,prev_score,fee_delay_days,attendance_mode,attendance_pct_copy,study_minutes_scaled,random_numeric_noise,random_categorical_noise,at_risk
4713,87.0,3.0,66.2,0.2,Offline,87.6,180.8,45.8,A,0
4714,97.5,2.4,64.7,2.4,Online,97.8,151.0,65.6,B,1
4715,80.5,2.8,36.9,7.2,Offline,80.6,170.1,55.0,C,0
4716,60.4,6.8,76.7,0.4,Offline,60.6,408.5,36.7,C,1
4717,54.8,5.3,68.7,1.5,Offline,54.3,317.3,54.9,C,0
4718,85.0,8.9,52.2,29.9,Offline,84.4,536.6,51.4,D,1
4719,56.9,5.5,52.3,11.6,Offline,58.3,330.2,47.8,C,1
4720,100.0,6.6,60.5,11.0,Offline,100.0,399.1,66.5,B,0
4721,90.4,8.1,72.9,2.3,Offline,89.7,487.1,45.0,C,0
4722,81.5,11.0,36.9,12.6,Offline,81.6,654.2,41.2,B,1
4723,70.8,2.3,62.5,11.5,Offline,70.8,138.4,32.8,A,0
4724,75.4,8.8,59.3,13.0,Offline,76.1,525.1,46.5,C,0
4725,89.6,6.1,83.3,0.4,Offline,88.7,360.1,45.6,D,0
4726,81.1,8.1,62.8,3.4,Offline,81.6,477.1,62.6,A,0
4727,59.5,5.1,63.3,6.8,Offline,60.2,302.4,38.6,B,1
4728,99.2,9.4,46.8,32.7,Offline,99.2,563.3,58.4,D,0
4729,73.9,4.0,33.5,6.9,Offline,73.5,245.8,61.5,C,0
4730,68.0,7.1,58.4,16.6,Offline,67.5,430.7,49.8,C,0
4731,76.8,7.2,67.7,5.7,Offline,77.0,433.2,43.2,A,0
4732,74.4,8.6,85.2,22.7,Offline,74.3,517.6,56.2,C,0
4733,98.1,3.0,79.2,5.5,Offline,98.3,176.6,65.6,D,0
4734,78.4,1.9,71.0,33.7,Offline,78.8,109.0,52.6,B,0
4735,70.2,10.5,57.0,0.5,Offline,70.2,630.1,45.3,C,0
4736,76.0,9.2,63.0,6.6,Offline,75.9,552.0,57.0,D,0
4737,79.4,5.4,68.9,3.1,Offline,79.3,327.6,57.8,B,0
4738,59.6,6.0,59.6,0.6,Offline,60.2,358.1,59.0,C,0
4739,50.7,3.0,76.3,2.4,Offline,50.6,175.9,52.9,A,1
4740,66.1,10.4,70.3,2.8,Offline,65.2,621.0,44.6,C,0
4741,75.5,2.2,48.1,14.1,Offline,75.9,129.7,61.5,B,1
4742,49.7,7.3,55.0,12.9,Offline,49.8,437.2,47.8,B,0
4743,51.5,6.0,85.5,6.6,Offline,51.9,361.9,64.8,B,1
4744,67.4,8.7,53.7,3.2,Offline,67.8,523.2,52.7,A,1
4745,76.7,9.0,51.7,3.0,Offline,75.9,536.4,58.4,D,0
4746,81.9,3.3,47.2,26.7,Offline,82.3,195.0,50.0,D,0
4747,59.6,3.7,60.7,8.2,Offline,59.5,225.3,43.3,C,0
4748,86.5,6.8,71.1,6.2,Offline,86.8,407.6,29.0,A,0
4749,49.2,2.0,46.8,2.1,Offline,49.1,120.3,60.0,D,1
4750,69.1,8.6,69.6,8.5,Offline,69.2,517.1,39.2,C,0
4751,71.8,7.5,37.1,3.8,Offline,72.6,448.3,49.2,C,1
4752,100.0,1.1,56.3,5.2,Offline,100.2,70.2,53.2,B,0
4753,87.6,10.5,63.0,1.3,Offline,87.5,627.7,56.9,B,0
4754,55.9,4.0,58.0,6.2,Offline,55.0,240.5,49.0,D,0
4755,84.7,8.3,87.0,1.4,Offline,84.8,497.5,45.6,A,0
4756,70.2,3.6,57.9,1.0,Offline,70.6,215.9,57.5,D,0
4757,75.0,9.8,67.9,14.6,Offline,75.0,595.1,48.1,B,0
4758,90.9,5.4,41.6,0.9,Offline,90.9,321.5,46.8,B,1
4759,70.7,4.0,76.4,5.4,Offline,71.4,246.0,49.0,D,0
4760,58.7,8.8,64.2,15.8,Offline,58.5,522.9,54.0,C,0
4761,72.4,5.1,62.7,5.3,Offline,72.5,303.5,37.3,C,0
4762,79.0,3.6,58.9,20.0,Offline,77.9,219.0,61.5,A,1
4763,73.9,3.8,68.8,9.4,Offline,74.1,224.3,41.6,C,1
4764,61.7,6.6,54.9,1.0,Offline,61.3,394.2,58.9,A,1
4765,68.6,7.0,57.4,2.2,Offline,68.9,426.6,68.3,C,0
4766,70.5,4.9,72.3,17.9,Offline,69.6,294.4,62.9,B,1
4767,72.8,4.8,50.1,3.3,Offline,73.1,283.9,45.3,C,1
4768,85.5,5.9,56.1,1.6,Offline,85.3,355.2,62.9,C,0
4769,91.3,4.2,52.3,34.7,Offline,91.6,254.8,54.7,A,0
4770,69.7,9.1,93.5,23.7,Offline,70.4,540.0,34.7,B,0
4771,56.3,9.1,71.5,7.6,Offline,56.4,540.3,59.2,A,0
4772,80.8,3.8,66.2,37.8,Offline,80.1,233.9,38.7,B,0
4773,63.0,4.5,88.5,2.4,Offline,63.4,268.4,37.5,A,0
4774,94.5,12.5,50.3,7.6,Offline,94.6,750.1,40.0,B,0
4775,79.3,7.6,52.4,9.3,Offline,79.0,456.9,48.7,B,0
4776,83.7,3.7,71.5,9.0,Offline,83.4,214.8,46.2,A,0
4777,39.9,6.6,74.6,1.7,Offline,39.4,397.5,39.4,B,0
4778,71.0,4.7,64.7,31.8,Offline,70.7,284.0,61.2,A,1
4779,83.1,5.3,67.2,5.5,Offline,83.8,318.6,54.0,D,0
4780,52.1,8.9,79.1,12.7,Offline,52.5,533.2,44.0,A,1
4781,71.3,4.4,69.6,2.2,Offline,71.1,265.4,56.2,B,0
4782,91.0,4.6,61.8,26.1,Offline,91.2,276.9,56.7,D,1
4783,82.7,5.5,56.3,17.1,Offline,82.0,328.8,47.4,B,0
4784,57.3,7.0,63.0,6.1,Offline,57.2,419.7,61.4,C,1
4785,86.1,5.3,72.0,4.2,Offline,85.9,322.8,51.3,D,0
4786,83.9,10.9,45.7,23.3,Offline,84.0,656.5,50.6,C,0
4787,83.8,4.2,32.3,13.2,Offline,83.8,255.7,53.2,B,0
4788,77.9,8.6,54.8,6.9,Offline,77.6,508.6,50.9,D,0
4789,77.2,3.4,59.0,1.2,Offline,77.4,204.5,48.2,A,0
4790,68.9,2.7,51.9,0.3,Offline,69.1,165.4,45.3,D,0
4791,63.5,5.5,71.9,6.3,Offline,63.3,334.3,56.3,A,1
4792,47.1,5.4,58.4,5.8,Offline,47.5,324.4,40.0,D,1
4793,80.0,1.0,64.1,1.8,Offline,79.6,61.4,52.7,C,0
4794,77.6,3.1,52.0,2.0,Offline,78.0,187.2,50.2,A,0
4795,71.9,8.1,63.8,4.7,Online,71.6,481.5,42.7,A,0
4796,79.6,9.4,56.6,30.2,Offline,78.9,567.8,50.9,A,0
4797,81.7,10.6,69.1,11.6,Offline,80.7,633.8,56.0,A,0
4798,60.9,9.5,51.9,5.7,Offline,60.5,570.3,57.6,A,0
4799,72.4,4.3,73.0,26.0,Offline,72.9,255.4,50.9,B,1
4800,80.9,6.7,70.5,9.4,Offline,80.6,404.6,37.6,D,0
4801,96.5,6.4,54.5,3.7,Offline,96.4,385.8,39.6,A,0
4802,68.9,4.7,81.4,2.2,Offline,68.9,278.7,51.5,D,0
4803,76.7,8.1,63.6,5.1,Offline,76.5,486.3,52.6,D,1
4804,64.7,6.0,55.5,10.5,Offline,64.1,358.2,63.7,D,0
4805,64.6,8.7,67.7,26.0,Offline,64.9,524.0,65.1,A,0
4806,93.4,8.3,58.9,0.6,Offline,93.4,496.8,55.4,D,0
4807,38.4,8.8,71.8,8.2,Offline,38.2,532.6,48.1,A,1
4808,89.0,7.5,47.1,4.3,Offline,87.9,450.6,58.8,B,0
4809,63.5,4.3,75.9,35.4,Offline,63.1,257.1,67.3,B,1
4810,67.2,3.9,69.4,14.7,Offline,67.2,228.9,40.5,D,0
4811,74.5,6.8,59.1,9.4,Offline,74.5,416.3,58.3,D,0
4812,76.1,6.0,71.1,17.6,Offline,76.0,366.8,40.8,C,0
4813,84.5,8.8,75.0,4.8,Offline,84.4,526.5,61.3,A,1
4814,89.1,2.8,78.8,53.3,Offline,88.8,162.1,43.9,A,0
4815,90.4,8.4,53.6,16.8,Offline,90.0,498.9,61.8,D,1
4816,50.7,6.4,34.3,16.9,Offline,51.5,387.1,50.0,B,0
4817,74.2,2.3,53.0,2.0,Offline,73.2,143.5,59.7,C,0
4818,79.3,8.2,54.9,47.8,Offline,79.3,497.7,63.1,A,1
4819,80.3,6.8,44.5,35.6,Offline,80.0,409.5,57.8,D,0
4820,52.5,4.8,51.0,21.0,Offline,52.1,285.6,53.9,A,0
4821,96.4,4.2,56.5,21.9,Offline,96.0,252.9,51.7,D,0
4822,88.2,8.7,35.7,16.6,Offline,88.3,526.6,37.5,B,1
4823,73.1,4.1,84.5,7.9,Offline,73.8,242.5,54.0,A,0
4824,100.0,10.1,95.1,17.5,Offline,100.1,602.7,54.9,B,0
4825,58.2,5.4,54.7,18.6,Offline,58.4,326.7,56.0,C,1
4826,70.0,7.2,75.1,16.0,Offline,70.6,426.7,61.7,D,1
4827,71.3,6.5,62.7,26.1,Offline,71.4,389.2,74.3,B,0
4828,83.0,6.3,47.0,1.7,Offline,82.4,385.2,51.5,C,0
4829,64.2,7.0,59.9,32.4,Offline,63.6,413.2,64.2,C,0
4830,64.6,3.5,42.0,12.9,Offline,65.1,213.5,56.6,A,0
4831,91.5,9.6,99.0,8.0,Offline,91.7,579.7,55.4,B,0
4832,71.3,8.0,48.2,7.6,Offline,71.8,485.0,40.0,B,1
4833,88.9,7.4,44.9,5.1,Offline,88.9,444.5,51.2,A,0
4834,95.5,6.2,57.0,1.3,Offline,95.4,373.9,61.3,C,0
4835,70.7,6.0,57.2,0.3,Offline,71.1,362.1,46.8,D,1
4836,60.9,9.3,67.6,9.9,Offline,60.0,560.2,61.4,D,1
4837,67.7,5.8,76.7,5.3,Offline,68.3,349.2,45.1,D,0
4838,82.5,5.0,62.9,3.5,Offline,82.8,288.4,57.7,C,0
4839,91.9,3.8,57.6,2.1,Offline,91.1,226.5,38.6,C,1
4840,79.7,2.5,43.2,18.6,Online,79.6,149.1,27.6,A,1
4841,56.8,8.1,72.3,6.1,Offline,56.3,487.8,47.2,C,0
4842,79.1,6.9,37.0,7.2,Offline,79.5,412.9,54.2,A,0
4843,100.0,2.5,41.3,27.0,Offline,100.4,152.5,53.5,C,0
4844,98.9,6.1,51.9,0.8,Offline,98.8,365.2,38.2,A,0
4845,65.1,6.6,80.1,3.0,Offline,64.4,398.2,48.9,C,1
4846,79.2,9.8,47.3,5.2,Offline,79.2,585.8,65.7,A,1
4847,81.2,6.9,68.4,6.8,Offline,81.0,412.9,43.2,D,0
4848,51.8,8.3,57.9,5.7,Offline,52.0,508.3,39.1,D,1
4849,81.3,12.9,65.1,3.6,Offline,81.6,773.6,45.2,A,1
4850,49.1,2.3,94.5,2.2,Offline,49.0,139.4,50.9,B,0
4851,51.0,10.4,40.9,1.0,Offline,51.1,620.0,31.3,D,1
4852,61.7,7.4,42.4,6.3,Offline,61.4,448.2,34.0,C,1
4853,52.2,6.7,72.3,5.8,Offline,52.3,407.9,39.9,A,0
4854,76.0,4.0,58.3,8.7,Offline,75.3,242.9,40.1,B,0
4855,79.8,5.4,70.7,22.1,Offline,79.2,321.3,51.1,B,0
4856,64.9,8.3,80.8,75.4,Offline,64.4,502.0,58.4,C,1
4857,69.4,3.5,40.4,2.1,Offline,70.1,204.9,47.9,A,0
4858,85.4,3.1,60.3,1.1,Offline,84.7,187.1,9.3,C,1
4859,78.7,9.1,55.0,7.9,Offline,79.3,547.8,50.0,B,0
4860,100.0,5.6,47.7,1.5,Offline,100.4,340.6,54.5,D,0
4861,94.7,5.4,31.6,1.8,Offline,94.7,328.1,48.5,C,0
4862,47.5,2.6,72.9,14.8,Offline,47.4,156.9,58.1,D,1
4863,70.0,5.6,67.8,3.1,Offline,69.5,340.8,45.7,B,0
4864,61.7,5.6,62.4,17.1,Offline,61.1,340.5,59.9,A,0
4865,54.0,5.5,72.2,4.9,Offline,53.4,337.3,54.5,B,0
4866,90.4,5.4,61.6,2.8,Offline,90.1,320.8,50.0,C,0
4867,74.5,6.3,68.0,27.9,Offline,75.0,383.9,43.0,C,0
4868,56.7,8.0,75.8,13.9,Offline,56.8,481.6,60.9,C,0
4869,97.7,3.1,62.5,2.2,Offline,97.7,182.9,52.1,C,0
4870,97.3,5.9,67.9,2.9,Offline,97.9,357.1,56.0,D,0
4871,71.0,6.5,53.1,0.2,Offline,71.0,394.7,56.7,B,0
4872,83.7,4.7,59.2,11.6,Offline,83.9,283.9,42.3,C,0
4873,66.6,5.1,42.6,22.3,Offline,67.5,304.8,47.5,B,1
4874,74.5,2.3,38.6,2.3,Offline,74.8,136.7,47.2,C,1
4875,51.3,2.0,58.2,7.9,Offline,51.6,125.5,45.1,A,1
4876,69.2,4.4,79.1,13.7,Offline,69.0,264.1,41.6,D,1
4877,78.0,5.8,32.2,20.5,Offline,77.9,344.3,50.8,A,1
4878,62.7,7.4,42.6,1.9,Offline,61.8,441.1,58.7,B,1
4879,96.6,10.5,31.9,11.3,Offline,96.4,634.1,31.0,A,1
4880,59.3,7.2,47.7,2.0,Offline,59.1,427.4,60.6,B,0
4881,79.0,8.9,80.4,0.3,Offline,79.2,531.1,59.8,A,0
4882,78.2,4.4,74.1,21.2,Offline,78.5,271.8,39.2,A,0
4883,50.7,5.4,73.0,12.4,Offline,50.6,320.5,56.3,C,0
4884,92.5,4.7,59.6,22.7,Offline,92.4,286.2,47.4,B,0
4885,77.5,3.8,67.5,3.0,Offline,77.0,228.1,48.5,B,1
4886,90.5,9.5,67.6,2.9,Offline,90.1,566.4,50.7,C,0
4887,77.6,4.6,61.1,5.9,Offline,77.5,265.9,48.0,B,1
4888,80.1,5.5,81.7,7.2,Offline,79.9,329.4,53.1,D,0
4889,100.0,8.8,42.5,1.2,Offline,99.8,534.5,56.2,C,0
4890,75.0,5.1,58.2,23.2,Offline,75.1,302.3,59.1,D,0
4891,80.0,6.9,63.8,10.6,Offline,79.6,413.3,57.4,A,0
4892,66.5,8.1,37.6,1.3,Offline,66.5,486.3,59.5,D,1
4893,78.9,8.9,58.1,5.7,Offline,78.5,538.3,47.6,B,0
4894,72.6,7.0,48.3,28.1,Offline,72.7,421.0,43.4,B,1
4895,74.5,4.0,77.7,18.1,Offline,73.2,239.3,72.7,A,0
4896,94.1,5.1,52.5,16.2,Offline,93.3,308.0,34.1,D,0
4897,67.1,6.2,43.7,13.1,Offline,67.3,371.6,51.7,C,0
4898,75.4,4.5,57.3,4.1,Offline,74.9,272.1,36.7,D,0
4899,69.0,3.4,72.1,1.9,Offline,69.6,198.9,54.0,D,0
4900,100.0,8.2,61.0,4.3,Offline,99.6,483.1,56.7,D,0
